idx,tokens,text,sentiment,confidence
15425,"['great', 'variety', 'wrapschicken', 'wrap', 'wrap', 'good', 'lunch', 'joint', 'way', 'busy', 'quick', 'everytime', 'wrap', 'chip', 'best', '<money>', 'wrap', 'ive', 'phoenixnnif', 'suggestion', 'messy', '<product>']","Great variety of wraps...chicken wraps, tuna wraps, wrapped wraps...seriously, this is a good lunch joint, often way too busy to get in and out quick. Everytime my wrap and chips is $7.85. It's by far the best $7.85 wrap I've had in Phoenix.\n\nIf you need a suggestion, get the messy Buffalo66!",1.0,0.9993209838867188
22678,"['first', 'time', 'whole', 'experience', 'area', 'clean', 'service', 'prompt', 'polite', 'girlfriend', 'parking', 'lot', 'table', 'variety', 'asian', 'dish', 'interesting', 'entree', 'something', 'different', '<product>', 'appetizer', 'bbq', 'entru00e9e', 'dish', 'fresh', 'uncooked', 'veggie', 'meal', 'way', 'didnt', 'compromise', 'taste', 'didnt', 'regretful', 'afterwards', 'fatty', 'meal', 'entru00e9e', 'everything', 'menu', '<money>', 'great', 'quality', 'healthy', 'vegan', 'food', 'polite', 'staff', 'reasonable', 'price']","I went to the Loving Hut for the first time and really enjoyed the whole experience! The dining area was clean and well lit. The service was prompt and polite. They even ran my girlfriend's purse out to us in the parking lot after she forgot it at the table (I told her she was going to forget it..).  They had a variety of Asian dishes and a few interesting American-inspired entrees for those looking for something different.  \n\nI ordered the Heaven Rice Rolls as an appetizer and the BBQ Noodles entr\u00e9e.  Both dishes infused fresh, uncooked veggies into the meal in a way that didn't compromise taste, but didn't leave you feeling regretful afterwards as some oily or fatty meals can.  And the entr\u00e9e, as well as everything on the menu, was under $10! Great quality, healthy vegan food, served by a polite staff, for a reasonable price; that is what you can expect.",1.0,0.9982207417488098
55434,"['place', 'great', 'feel', 'order', 'giant', 'thing', 'meat', '<product>', 'wrapped', 'nothing', 'gryo', 'many', 'different', 'option', 'size', 'item', 'girl', 'friendly', 'major', 'letdown', 'customer', 'service', 'important', 'didnt', 'tip', 'food', 'delicious', 'generous']","This place has a great feel to it! You come in to order and you can see the 3 giant things of meat that they cook/cut from. \nI ordered the Gyro.. and had it for take out. The wrapped it very nicely and when I started digging in, nothing from my gryo was falling out! amazing! They have many different options and sizes for each item that you want to get. The girl who rung me up... was not so friendly at all.. so that was a MAJOR letdown for me. Customer Service is very important to me.. so definitely didn't get my tip. Sorry.. \nOther from that. The food was delicious and generous!",1.0,0.9527963995933532
55444,"['best', 'wrap', 'everni', 'friday', '28th', 'september', 'greatnthe', 'place', 'modern', 'wellkept', 'clean', 'lovely', 'image', '<gpe>', 'wall', '<product>', 'pita', 'cesar', 'sauce', 'work', 'veggie', 'fresh', 'healthy', 'wrap', 'oh', 'tasty', 'would', 'spot', 'long', 'drive', 'home', 'nn', 'one', 'day']","Best wraps ever!!!\nI was here on Friday the 28th of September, and It was great!!!\nThe place, is modern, well-kept and clean, with lovely images of Greece all over their walls. \n   *** I decided to go with their Lemon Chicken pita, with the Cesar sauce and the works in veggies, it tasted extremely fresh and healthy to me!!!\nBEST WRAP so far!!!! Oh so tasty and also well proportioned, I would love to frequent this spot, but its a long drive from my home!! \n\n** One day we will meet again!!! :) **",1.0,0.9997451901435852
74429,"['place', 'today', 'since', 'new', 'neighborhoodit', 'terrible', 'chicken', 'avocado', 'wrap', 'avocado', 'carrot', 'without', 'avocado', 'carrot', 'store', 'around', 'two', 'owner', 'car', 'front', 'restaurant', 'guest', 'spot', 'food', 'disappointed', 'order', 'wrong', 'hungry', 'like', 'chicken', 'dry', 'little', 'flavor', 'half', 'wrap', 'husband', 'picky', 'like', '<money>', 'wrap', 'sodawhich', 'wayyyyy', 'quality']","Decided to try this place today since it was new in the neighborhood....It was terrible!  I ordered the chicken avocado wrap and I personally do not eat avocado or carrots so I asked for it without avocados or carrots. As I was walking out of the store I looked around and noticed that two of the what I have to assume owners cars were parked directly in front of the restaurant taking up guest parking including a spot that isn't even parking. When I got home sat down to eat and opened my food up I was totally disappointed, they got my order wrong, I was hungry so I started to eat around what I didn't like the chicken was dry and had very little flavor. So I gave the other half of my wrap to my husband who isn't picky at all and he didn't even like it. I definitely will not go back! Not to mention I paid $13 for the wrap and a soda...which is wayyyyy to pricey for the quality.",0.0,0.9989413619041444
191525,"['place', 'friend', 'side', 'wrap', 'fry', 'normal', 'wrap', 'phenomenal', 'either', 'good', 'caesar', 'salad', 'disappointing', 'soggy', 'like', 'lettuce', 'day', 'fridge', 'overnight', 'next', 'day', 'bad', 'service', 'ok', 'place', 'good', 'review', '<product>', 'acceptable', 'standard']","I was utterly disappointed in this place. My friend and I ordered a side Caesar Salad, a wrap and fries. The fries were normal. The wrap was not phenomenal either but it was good. The Caesar Salad was VERY disappointing. It was soggy and it looked like they dressed the lettuce a day ago and then let it sit in the fridge overnight and then serve it to us the next day! THAT'S how bad it was. The service was just ok. Not fast but not slow either. I wanted to give this place a better review but the Salad was totally not of acceptable standards.",0.0,0.9964471459388732
242564,"['star', 'today', '<product>', 'usual', 'mine', 'pick', 'upnwhen', 'wrap', 'ready', 'guy', 'behind', 'counter', 'distracted', 'hello', 'thanks', 'nthe', 'wrap', 'good', 'past', 'speck', 'bacon', 'two', 'slice', 'avocado', 'wrap', 'small', 'time', 'tortilla', 'empty', 'disappointment', 'place', 'like']","Had to take off a star after today's lunch...\nI ordered the West Coast Wrap (a usual of mine) for pick up.\nWhen I arrived the wrap was ready, but the guy behind the counter seemed VERY distracted and there was no \""hello\"" or \""Thanks for coming\"". \nThe wrap was not nearly as good as it has been in the past. There were just a few specks (literally) of bacon and maybe two slices of avocado. The wrap itself was much smaller then other times, with almost 1/3 of the tortilla empty and folded back on itself.\n\nKind of a disappointment for a place I really like...",0.0,0.9996591806411744
268443,"['heavy', 'food', '<gpe>', 'nice', 'healthy', 'alternative', 'cheap', 'price', 'variety', 'different', 'choice', 'along', 'tasty', 'rice', 'french', 'fry', 'place', 'quick', 'bite', '<money>', 'hotdog', 'beer', 'casino', 'vegetarian', 'might', 'place', '<gpe>', 'option', 'lentil', 'soup', 'good']","With all of the heavy foods you find in Vegas, it is nice to find a somewhat healthier alternative and at a cheap price. They had quite a variety of different choices along with some of the tastiest rice and french fries I have had. \n\nIt is a place to get a quick bite to eat that isn't a 5$ hotdog and a beer that you get in all the casinos. If you are a vegetarian or vegan this might be the only place on Fremont that gives you more options. The lentil soup was actually surprisingly better than I was expecting.",1.0,0.9541413187980652
320792,"['<org>', 'bulk', 'low', 'price', 'possible', '<org>', 'place', 'everything', 'best', 'freshest', 'meat', 'fruit', 'vegetable', 'clean', 'store', 'friendly', 'employee', 'way', 'berry', 'smoothie', 'chicken', 'wrap', 'delicious']","Costco has it all.! If you like to buy in bulk at the lowest price possible Costco is the place to go. They have everything you can think of. And they supply the best/ freshest meats, fruits, and vegetables. Very clean store with friendly employees. On the way out I usually get a berry smoothie and a chicken wrap both very delicious!",1.0,0.9995332956314088
322473,"['place', 'late', 'night', 'facade', 'open', '24hrs', 'much', 'smoothie', 'fan', 'one', 'order', 'banana', 'although', '<product>', 'good', 'nnthe', 'thing', 'wraps', 'im', 'love', 'buffalo', 'chicken', 'wrap', 'like', 'time', 'sooooo', 'good', 'press', 'stuffed', 'light', 'ranch', 'buffalo', 'romaine', 'lettuce', 'tomato', 'mozzarella', 'cheese', 'white', 'wrap', 'delicious', 'yes', 'wrap', 'ok', 'nothing', 'thaichicken', 'one', 'ok', 'killer', 'flavor', 'mediocre', 'one', 'youre', 'wrap', 'section', 'nni', 'like', 'atmosphere', 'place', 'people', 'nice', 'parking', 'available', 'thing', 'price', 'guess', 'well', 'price', 'right']","I love going to this place during my late night facades, why? Because it's open 24hrs!  Now I'm not much of a smoothie fan, the only one I seem to order is banana.  Although, I did get to try the Citrus Iced Green Tea Matcha and it was pretty good.  \n\nThe things I recommend here are there wraps!  I'm so in love with the buffalo chicken wrap, I have to have it like every other time.  It's sooooo good especially when served right off the press.  It's stuffed with light ranch, buffalo sauce, chicken, romaine lettuce, tomatoes, and mozzarella cheese wrapped into white wrap.  Can you say delicious? Yes, it is indeed.  Every other wrap is ok, nothing to brag about.  I did try the thai-chicken one.  Ok, that one....was a killer.  I was not impressed.  The flavors were mediocre, I suggest you stay away from that one if you're looking to eat the wraps section.  \n\nI like the atmosphere of the place, the people are nice and it's never crowded.  Parking's always available, and there's not hassle if you wanna do take out.  The only thing that gets me here, is the price.  But I guess for a well stuffed wrap, the price is all right.",1.0,0.9795857071876526
355706,"['hand', 'favorite', 'place', 'lunch', 'healthy', 'wrap', 'must', 'chicken', 'cordon', 'blue', 'wrap', 'menu', '<org>', 'berry', 'staff', 'friendly', 'service', 'exceptional', 'tropical', 'smoothie', 'best', 'smoothy', 'town', 'enjoy']",Hands down my favorite place to grab lunch for healthy wraps and smoothies. A must try is the chicken cordon blue wrap (which isn't listed on the menu) and the Acai berry smoothie. The staff are always extremely friendly and the service is exceptional. Highly recommend checking out tropical smoothie for the best smoothies in town. Enjoy.,1.0,0.999803364276886
356543,"['around', 'corner', '<fac>', 'thats', 'im', 'picky', 'doner', 'kebab', 'dutch', 'shut', 'thing', 'wrong', 'nntheir', 'meat', 'delicious', 'wrap', 'gorgeous', 'dressing', 'good', 'proper', 'way', 'one', 'place', 'home', '<gpe>', 'pop', 'late', 'night', 'place', 'happy']","I live almost around the corner from the Kebab Mahal and I loveeeeeeee it.\n\nThere really isn't that much more to say that's not been said before. I'm very, very picky about my doner kebab (that's how we write it in Dutch, shut it) and I love what they do here. They just can't do a thing wrong, if you ask me. \n\nTheir meat is absolutely delicious, their wraps are gorgeous and the dressings are good and proper the way they SHOULD be. It's the one place that makes me feel at home in Edinburgh. Pop in, especially after a late night out, this place will make you very happy indeed.",1.0,0.9997931122779846
389137,"['first', 'delicious', 'mediterranean', 'wrap', 'disappointment', 'sonoran', 'ingredient', 'taste', 'fresh', 'wrap', 'doesnt', 'fall', 'apart', 'like', 'wrap', 'ive', 'place', 'service', 'courteous', 'slow', 'order', 'though', 'one', 'person', 'front', 'wrap', 'side', 'wrap', 'small', '<money>', 'side', 'fruit', 'cup', 'small', 'place', 'several', 'side', 'option', 'selection', 'wrap', 'rich', 'interesting', '<work_of_art>', 'place', '<fac>', 'location', 'time', 'ago', 'isnt', 'close', '<org>', 'arent', 'lunch', 'spot', 'area']","On my first visit, the delicious Mediterranean wrap outweighed my disappointment that they were out of the Sonoran. The ingredients taste fresh and the wrap is well made - it doesn't fall apart like wraps I've had at other places. Service was very courteous but slow - it took quite a while to take my order (even though only one person was in front of me) and then a while to make the wrap. Also on the down side, the wrap seems small for roughly $7. Granted, it comes with a side, but the fruit cup was also small. (The place offers several side options.) Also, selection of wraps is not as rich or interesting as It's a Wrap, but unfortunately that place moved up to Camelback from it's 7th St. location some time ago, so isn't quite as close for me. I hope All Wrapped Up does well here - there really aren't enough lunch spots in the area.",0.0,0.8993574976921082
409491,"['last', 'time', '<product>', 'lady', 'counter', '<product>', 'sandwich', 'salami', 'etc', 'etc', 'plus', 'drink', '<money>', 'order', '<product>', 'wrap', '<product>', 'let', 'whole', 'thing', '<product>', 'wrap', 'since', 'time', 'bad', 'gyro', 'meat', 'edge', 'wrap', 'like', 'garlic', 'sauce', 'return']","Last time I was in here I ordered a Hot Hero Sandwich. I even asked the lady at the counter what was in the Hero sandwich. She explained there was salami, etc, etc. plus a drink for $7. Well she/they couldn't get the order right because out came a Gyro wrap. I say Hero you say Gyro. Well I say let's call the whole thing off. I took the Gyro wrap since I was pressed for time. That was definitely the worst tasting Gyro I have ever had. The meat was burnt at the edges and the wrap had what tasted like a garlic sauce in it. Yuk, I won't return.",0.0,0.9995253086090088
424522,"['guy', 'making', 'sandwich', 'wrap', 'salad', 'butt', 'fantastic', 'sense', 'purpose', 'chicken', 'provolone', 'wrap', 'flavor', 'ok', 'thing', 'small', 'like', 'small', 'two', 'slice', 'meat', 'single', 'slice', 'cheese', 'wrap', 'might', '55', 'nothing', 'wrap', '<money>', 'closeby', '<fac>', 'serious', 'lunch', 'healthy', 'hard', 'mealnni', 'three', 'star', 'due', 'poor', 'value']","The guy making sandwiches, getting wraps, making salads was kicking butt.  Fantastic sense of purpose and urgency!\n\nI tried a chicken and provolone wrap.  While the flavor was ok, the thing was simply too small.  Like pitifully small. Maybe two slices of meat, and a single slice of cheese. The wrap might have been 5.5\"" long.\n\nThere's just nothing redeeming about this wrap whatsoever.\n\nTake your same $7.00 over to My Big Fat Greek Gyro closeby in Market Square, and get a serious lunch.  I was trying to be healthy, but it's pretty hard if we're going to call this a meal.\n\nI was going to rank three stars, but definitely down voting due to poor value.",0.0,0.9994527697563172
468787,"['spicy', 'chicken', 'wrap', 'spicy', 'wellon', 'bright', 'side', 'lot', 'water', 'nnfirst', 'place', 'tiny', 'place', 'fancy', 'decoration', 'okay', 'food', 'togo', 'food', 'fast', 'sister', 'order', '57', 'minute', 'one', 'sister', 'vegetarian', 'wrap', 'one', 'gyro', 'good', 'thing', 'would', 'price', 'wrap', 'big', 'dont', 'worth', 'price', 'would', 'place', 'would', 'would', 'regular', 'nah']","I had the spicy chicken wrap. It was really spicy; well...on the bright side, I had lots of water to drink with it. \n\nFirst of all, the place is a tiny place with no fancy decorations but it is okay if you want to just grab your food to-go. Secondly, they make the food pretty fast. My sisters and I got our order in about 5-7 minutes. One of my sisters had the vegetarian wrap and the other one got a gyro (both really good, too). The only thing I would \""complain\"" is the price; my wrap is about $9. Granted, it is big but I don't think it is worth the price. I would come to this place maybe once in a while. So, would I come back here again? Yes. Would I be a regular? Nah.",1.0,0.9880073070526124
473467,"['thats', 'wrap', 'first', 'time', 'review', 'wrap', 'ok', 'someone', 'small', 'american', 'proportion', 'thai', 'wrap', '<product>', 'didnt', 'freaking', 'full', '30', 'minute', 'lunch', 'uncomfortable', 'full', 'would', 'doesnt', 'food', 'good', 'nothing', 'crazyawesome', 'good', 'wish', 'would', 'lot', 'less', 'wrap', 'could', 'two', 'people', 'wrap']","Before eating at \""That's a Wrap\"" for the first time, I remember reading a few reviews that mentioned how filling the wraps were. I thought to myself, \""Ok, but that's probably for someone with a relatively small appetite.\"" Because, you see, I usually eat \""American\"" proportions, so I ordered the Thai wrap with the Lentil Soup.\n\nIt's not that I was eating incredibly fast, but I didn't realize how freaking full I was until about 30 minutes after I was finished with lunch. I was actually uncomfortable from being so full. I would like to emphasize again that this really doesn't happen very often for me. The food was good, nothing crazy-awesome, but good. I just wish I would have eaten A LOT less of it. That wrap could have easily fed two people. If I go again, I'll be splitting the wrap!",0.0,0.977882981300354
474729,"['smoothy', 'food', 'sure', 'service', 'doesnt', 'king', 'caesar', 'wrap', 'tomato', 'im', 'allergic', 'side', 'way', 'wrap', 'everything', 'modification', 'waste', '<money>', 'accommodate', 'people', 'specific', 'thing', 'location', 'specific', 'person']","Smoothies and food are yummy for sure but service doesn't know how to listen. I ordered the king Caesar wrap with no tomatoes because I'm allergic, with dressing on the side because they put way too much in the wrap and what do I get? Everything that I asked modifications on. What a waste of $7!!!!!  They don't accommodate people who ask for specific things. never going to this location again. Or maybe this specific person just doesn't know how to listen.",0.0,0.9996886253356934
532791,"['<org>', 'great', '<product>', 'food', 'first', 'time', 'today', 'buffalo', 'chicken', 'wrap', 'excellent', 'opinion', 'best', 'smoothie', 'place', 'around', 'two', 'good', 'place', '800', 'discount', 'smoothy']","Tropical Smoothie Cafe has great smoothies...go with the Jetty Punch!  Had the food for the first time today and the buffalo chicken toasted wrap was excellent.  In my opinion, this is the best smoothie place around, including the two better known places.  Head in before 8:00 AM for a discount on smoothies.",1.0,0.9998252987861632
565399,"['many', 'option', 'like', 'idea', 'tho', 'spicy', 'thai', 'wrap', '<money>', 'lettuce', 'wrap', 'home', 'stuff', 'veggie', 'fraction', 'price', 'home', 'order', '<money>', 'smoothie', 'smoothy', 'week', '<money>', 'kale', 'frozen', 'fruit', 'organic', 'kale', 'atmosphere', 'nice', 'though']",They dont have many options.  I like the idea tho.  We had to return my spicy thai wrap because I spent 7.99 for lettuce.  I make veggir wraps at home and stuff every veggie you can think of in there for a fraction of that price.  I also have a nutribullet at home so Ill never order a 5$ smoothie if I can make smoothies for a week for 10$ (kale and frozen fruit.) Organic kale at that.  The atmosphere was very nice though.,1.0,0.916618287563324
565401,"['morning', 'wrap', 'lunch', 'inside', 'restaurant', 'empty', 'long', 'time', 'wrap', '<org>', 'price', 'little', 'wrap', 'pic', 'big', 'nice', '<product>', 'wrap', 'small', '795', 'nif', 'wanna', 'try', '<org>', '<product>']",I went this morning to get wrap for my lunch. Inside restaurant was empty but takes long long long time to get my just 1 wrap to go Oder. Price was over priced for little wrap. Pics looks big n nice but hen I got wrap was so small for 7.95. \nIf u wanna go n try you should call n to go Oder n pick up your Oder better.,0.0,0.9977315068244934
579349,"['dear', '<org>', '<gpe>', 'crunch', 'wrap', 'supremes', 'need', 'experience', 'drive', 'thru', 'friday', '2015', '740pm', 'young', 'boy', 'rude', 'didnt', 'respond', 'conversation', '<money>', 'worth', '<org>', 'crunchy', 'taco', 'cheese', 'sauce', 'nachos', 'sorry', 'feel', 'nnyours', 'ncrunch', 'wrap', 'supreme', 'lover']","Dear Taco Bell on Decatur, \nAs much as I love your crunch wrap supremes I feel the need to yelp my experience. We visited your drive thru on Friday 1/2/2015 @ 7:40pm and the young boy was rude and didn't respond to our conversation with him and after we ordered $30.57 worth of Taco Bell we did not receive our 4 crunchy tacos and cheese sauce for our nachos. Sorry but I feel cheated. \n\nYours truly, \nCrunch wrap supreme lover",0.0,0.9951552152633668
647027,"['food', 'great', 'staff', 'friendly', '<person>', 'sure', 'food', 'perfect', 'expectation', 'several', 'time', 'weeknnmy', 'favorite', 'wrap', '<product>', '<product>', 'side', '<product>', 'ive', 'favorite', '<product>']",The food is great and the staff is extremely friendly! Clarissa makes sure that the food is always perfect and that all expectations are met! I will definitely continue to eat here several times a week!\n\nMy favorite wraps are the Rocky Balboa Wrap or the BBQ Wrap with Steak. I always ask for a side of Sweet Potato Fries. I've never been disappointed! Another favorite is the XXL Turkey Burger Wrap!,1.0,0.9997283816337584
680586,"['horrible', 'wrap', 'salad', 'much', 'wrap', 'key', 'part', 'frozen', 'old', 'piece', 'lettuce', 'attention', 'nice', 'guy', 'counter', 'long', 'story', 'short', 'bos', 'manager', '<money>', 'wrap', 'half', 'stuff', 'old', 'frozen', 'salad', 'one', 'star', 'money', 'one', 'star', 'allow', 'zero']","HORRIBLE!!  We ordered a wrap and a salad and pretty much they served us a wrap with key parts purposely left out and salad with frozen and old pieces of lettuce.  When I brought it to the attention of the nice guy working at the counter, he apologized, and to make a long story short, his boss/manager knew about it but told him to just make it anyway.  I wasn't about to pay $10 for a wrap that didn't have half the stuff in it nor was I going to eat an old and frozen salad.  My one star is they refunded me my money.... well my one star is because they yelp doesn't allow zero.",0.0,0.9986805319786072
